Gene name	baseMean	log2FoldChange	lfcSE	pvalue	padj	Gene type
TXNRD1	42324.7358162414	3.65107589185384	0.121842747643378	6.2460197210851605e-198	3.7242714431670405e-196	protein_coding
CYP4V2	117.89072778784	-3.64879887026273	0.277060993091021	3.4220477225813196e-40	3.31921050078115e-39	protein_coding
GATA2-AS1	332.071749609934	-3.6471985719015	0.163760320545425	1.32778277091664e-110	3.78426440546279e-109	lncRNA
FAM241B	675.572836681005	3.63235778742603	0.107642597954109	9.368596193072179e-250	7.77559166822818e-248	protein_coding
CARD9	467.556115077519	-3.62824294641728	0.139591460968345	7.083150071493601e-150	2.9501840867629e-148	protein_coding
HNF1A-AS1	224.995260175467	-3.61496844452745	0.195920787397488	9.483857277450669e-77	1.73574505809755e-75	lncRNA
ZBTB43	1667.14346588778	3.61473241575939	0.08733922972804	0.0	0.0	protein_coding
HCAR1	1151.17543110718	-3.59167603155019	0.0919046095816039	0.0	0.0	protein_coding
ME1	5120.95726027679	3.54890958407666	0.0525885393348403	0.0	0.0	protein_coding
PLPP3	309.803294372336	3.54455671358036	0.148541669871257	1.74787603114347e-126	5.98238294768107e-125	protein_coding
TTLL7	272.106491495935	3.54455547792813	0.160787515259528	8.59430546396093e-109	2.40704293204483e-107	protein_coding
FAM162A	5363.29358540966	3.53419063412532	0.0562134504609635	0.0	0.0	protein_coding
COLCA1	692.055060940653	-3.5321362327751	0.123914721802651	8.45109759074835e-180	4.38180707577062e-178	lncRNA
RELT	515.509907225389	3.52796000162761	0.122450402747071	8.39786925571429e-183	4.45618083362938e-181	protein_coding
KDM3A	9777.3003710356	3.52347192757346	0.0465407460270347	0.0	0.0	protein_coding
ASIC1	124.482243653688	-3.51680488120004	0.261489254039284	6.025065890564259e-42	6.08902510920629e-41	protein_coding
SLC38A11	206.277544937493	-3.51423880061916	0.201218426075697	4.5262213922529497e-69	7.42614947904904e-68	protein_coding
C21orf58	113.989705690016	-3.51365732808664	0.264870458655233	7.57798465875926e-41	7.4523427256149e-40	protein_coding
MSMO1	4171.19454651758	3.50951685283882	0.149421287379978	4.1683896047430995e-123	1.36287693599234e-121	protein_coding
FTH1P8	2026.2284985802	3.50869286583662	0.0850081297030713	0.0	0.0	processed_pseudogene
PANX2	128.039987002941	3.48637352250208	0.229426277434214	2.20040365025811e-53	2.79153112584257e-52	protein_coding
VWA2	341.101701727087	-3.48497853137429	0.155585338274865	6.331373320297e-112	1.84391075438675e-110	protein_coding
AKR1B10	2711.45806837336	3.47195558680455	0.0743836713524418	0.0	0.0	protein_coding
PIM1	400.662170417461	3.46202562896852	0.129792563316065	1.41617728411045e-157	6.36661605225688e-156	protein_coding
NPFFR1	167.974531033803	-3.46092721930128	0.217239772790739	6.800848419068131e-58	9.35601842618371e-57	protein_coding
GCLC	6267.6620023916	3.45610427023579	0.0503998039685313	0.0	0.0	protein_coding
FTH1	18707.7079474894	3.43595502697334	0.18160854285125	6.77961311627187e-81	1.32767911831018e-79	protein_coding
P4HA1	7584.362590514	3.41522262724195	0.048417117416305	0.0	0.0	protein_coding
RND1	564.954113424878	3.39152746363094	0.28084662475279	1.76636555312158e-34	1.4956020441939e-33	protein_coding
KITLG	980.73164761895	-3.39065975140996	0.0948061818389462	5.61829207505092e-281	5.65774497051128e-279	protein_coding
MICE	104.971644227358	3.37822960758746	0.242709190775135	8.27409619003996e-45	8.85566705120101e-44	unprocessed_pseudogene
MICE	104.971644227358	3.37822960758746	0.242709190775135	8.27409619003996e-45	8.85566705120101e-44	transcribed_unprocessed_pseudogene
CREM	688.141691698357	3.37065533349644	0.100485141832784	9.072922683274509e-248	7.448343556436009e-246	protein_coding
MIR22HG	709.758551231429	3.37059194436843	0.108654454303785	6.90680007594744e-211	4.64374706589962e-209	lncRNA
EDN1	225.582567535727	-3.34968007110816	0.186694143710419	9.90719887391165e-73	1.71356726782512e-71	protein_coding
GCKR	180.850300357156	3.34214484104231	0.186428349937678	7.86615068171584e-73	1.36262417543056e-71	protein_coding
RIT1	2636.40038300032	3.33972825695826	0.060211068851608	0.0	0.0	protein_coding
MAP2	144.08232587135	3.33815907531953	0.20999487918788	1.67603843022656e-57	2.28769149108876e-56	protein_coding
RIMKLA	970.39701922274	3.33575668013232	0.0877708775335578	0.0	0.0	protein_coding
MRM1	102.027583130942	-3.33437916577338	0.271773864654051	2.509431144133e-35	2.1652205203261797e-34	protein_coding
RAB3B	207.111726846875	3.33402060464296	0.176236391917614	7.41893399295954e-81	1.45162527126492e-79	protein_coding
HSPA1A	1853.87424858435	3.32199921458159	0.0776244521911263	0.0	0.0	protein_coding
LINC01819	139.747985196601	-3.31386089063775	0.229929143796116	8.52377176925307e-48	9.695362487336151e-47	lncRNA
ACSS2	2301.62945768459	3.30909756548283	0.0645666962533442	0.0	0.0	protein_coding
HOTAIR	193.019567733739	-3.30868917891097	0.211354549842091	3.9074581538003997e-56	5.1896358059091095e-55	lncRNA
IL6R	973.459896469264	3.3035108664268	0.0957565509795245	1.3288143701497702e-260	1.1947728570973598e-258	protein_coding
C2orf16	175.759217331834	-3.30080098947064	0.207648041111115	1.1006673005213099e-57	1.50870657563291e-56	protein_coding
BNIP3L	2303.01191238224	3.27276129559724	0.0802253992567266	0.0	0.0	protein_coding
PLOD2	5853.43061773412	3.26323897366271	0.0586989042761259	0.0	0.0	protein_coding
MAPRE3	836.452550053693	3.26076667763246	0.0959646636426896	1.85170038491652e-253	1.56551594482979e-251	protein_coding
MYB	401.180110636912	-3.25853445712614	0.144005259890518	3.63011892286766e-114	1.0808309402672201e-112	protein_coding
ERO1A	5562.85496897739	3.25428341763254	0.0596414378528732	0.0	0.0	protein_coding
KCNC3	363.256683632786	-3.24929780234649	0.149626641790589	2.2657739990254703e-105	6.08269043482453e-104	protein_coding
ATG4A	731.616592227895	3.24755313309162	0.0971908106252679	1.84117018208213e-245	1.49524136149165e-243	protein_coding
GPAT3	1406.38773068417	3.23458750559165	0.08238274390724	0.0	0.0	protein_coding
HILPDA	1263.66652487996	3.23414949799938	0.0811745523533638	0.0	0.0	protein_coding
ANKRD36	103.856641508176	-3.2328314412752	0.264100232032205	3.63450650746669e-35	3.1288240291101898e-34	transcribed_unprocessed_pseudogene
ANKRD36	103.856641508176	-3.2328314412752	0.264100232032205	3.63450650746669e-35	3.1288240291101898e-34	protein_coding
LSMEM1	397.545115685651	3.22964001707518	0.128187678192754	6.10685262283916e-141	2.37339737098267e-139	protein_coding
PLEKHG2	631.510394603042	-3.20034713561021	0.116498942448743	7.51512716191691e-167	3.5999524573935203e-165	protein_coding
PSMC4	8547.8501071558	3.19560999062428	0.0446151759228244	0.0	0.0	protein_coding
LINC00342	322.78949757314	-3.19200406769133	0.157424711219522	2.8124524958354696e-92	6.35973539427545e-91	lncRNA
HLA-F-AS1	153.686573312034	3.1913937435906	0.20115422725849	2.03787690462513e-57	2.7765613292240598e-56	lncRNA
ALDOC	2111.01020700637	3.19031534731801	0.0667248305899664	0.0	0.0	protein_coding
ZNF239	185.278566871237	-3.18259620917147	0.195766376762851	3.40837658076558e-60	4.87544170246127e-59	protein_coding
TRPV3	182.756529008129	3.17567968378078	0.192963607333273	1.96719972499311e-61	2.87011019761068e-60	protein_coding
SLC2A1	37880.9121613562	3.1691673980198	0.0481422228630421	0.0	0.0	protein_coding
MT1E	3447.68791059761	3.16657710492425	0.0719781979080502	0.0	0.0	protein_coding
LDHA	61691.7816598339	3.16577126334863	0.0434209182802366	0.0	0.0	protein_coding
IDI1	5493.84710595189	3.1638803951889	0.0637414265510362	0.0	0.0	protein_coding
PHF1	2286.05417215813	3.16290977228786	0.0642309300688732	0.0	0.0	protein_coding
PHF1	2286.05417215813	3.16290977228786	0.0642309300688732	0.0	0.0	lncRNA
SLC7A2	230.539385220097	-3.16279976864892	0.177912055001304	1.84490907836614e-71	3.14773719108585e-70	protein_coding
NNAT	285.799014296219	3.16065692606183	0.145388954035205	1.6351166720783701e-105	4.41053256618473e-104	protein_coding
PIR	691.321860698454	3.15177553489239	0.106114196353004	2.52482330359753e-195	1.45937363298247e-193	protein_coding
HOTTIP	395.741235012543	-3.15151073874113	0.142727490202469	6.25741500022564e-109	1.75470927073159e-107	lncRNA
VCP	19187.7815212826	3.13918765837449	0.0420769295158562	0.0	0.0	protein_coding
SLC7A11-AS1	540.185171513498	3.13918048903163	0.127155860397833	4.64525346585994e-136	1.7397050087513098e-134	lncRNA
AGMAT	235.40827886294	-3.13725452889497	0.173829431320707	1.1963684252207701e-73	2.09484665986493e-72	protein_coding
RSAD2	190.424186352038	3.11970946103379	0.47962369357439	6.993289330540829e-12	2.78771902975711e-11	protein_coding
CLDN2	169.8153676315	-3.11956540428742	0.210149385993046	9.15004635127462e-51	1.10160334870978e-49	protein_coding
PPFIA4	198.921538163604	3.11798432009715	0.172258380861946	3.36162985620485e-74	5.950610100147621e-73	protein_coding
DEDD2	2943.49463666976	3.11516735856826	0.0612327691725558	0.0	0.0	protein_coding
UBC	53064.3441908691	3.11459541226787	0.052208544004202	0.0	0.0	protein_coding
AREG	3154.87152569157	-3.11040222447559	0.16321314548738	6.03408999130644e-82	1.19615407719179e-80	protein_coding
PELO	2707.21592508294	3.09899880214184	0.0584357905930871	0.0	0.0	protein_coding
TSEN2	153.665510412793	-3.08403857964337	0.210681337587787	2.63639241708586e-49	3.0807312731475696e-48	protein_coding
ZNF165	629.479138859997	3.07485138307765	0.110967044936824	7.81508302049028e-170	3.82449570363431e-168	protein_coding
WFS1	1923.34509601772	3.07385275002272	0.0787036082783148	0.0	0.0	protein_coding
SELENOK	1035.03906004664	3.07077066723236	0.0857450871598077	7.78162055873266e-281	7.80159108937011e-279	protein_coding
HOXC4	198.075296100403	-3.06669737784563	0.209412054214409	1.78033166642373e-49	2.0911744374198498e-48	protein_coding
ZNF292	4097.25137658226	3.06372443570815	0.0549617390936032	0.0	0.0	protein_coding
HSPA1B	1754.52701567947	3.06208133716657	0.0808126205213682	0.0	0.0	protein_coding
IGFBP6	2062.78628705039	3.05955112165296	0.0633588257619003	0.0	0.0	protein_coding
EFNA1	2115.14591725618	3.03557510301393	0.0688200928500425	0.0	0.0	protein_coding
PTPRO	191.901650443129	-3.02826401381941	0.200159621080369	1.1908042554325402e-52	1.49232537718974e-51	protein_coding
UAP1L1	505.565453664834	3.02778390099337	0.114782024760168	8.029278077699631e-155	3.51890488751486e-153	protein_coding
HELB	280.76678919894	3.01787052417242	0.146778062555898	2.2307456052052298e-94	5.18402399207591e-93	protein_coding
GLRX	1095.10487402637	3.01539132915321	0.0840769908913176	8.14504344071138e-282	8.31308082340714e-280	protein_coding
PSMA6	133.669936553795	3.01277347958722	0.204804602821738	1.11897735506536e-49	1.32050983911828e-48	protein_coding
RAB7B	119.771725650124	-3.01107539576359	0.238199077905526	2.14030568674834e-37	1.9382512490145398e-36	protein_coding
ARPIN	506.286801127034	-3.01061527658004	0.11959459025843	1.22409678599099e-140	4.74112563709127e-139	protein_coding
AIFM3	166.672512289706	-3.00995945084065	0.200369675857404	8.83815797836716e-52	1.08775113239459e-50	protein_coding
CLK3	4336.2344904355	3.0081780121632	0.0578598070279325	0.0	0.0	protein_coding
CREBRF	2060.16001517887	3.00810712801389	0.084377174616147	2.25092558286244e-279	2.23690666037268e-277	protein_coding
CLU	257.897526249247	3.00701708441418	0.152226438073913	4.42656019179158e-88	9.47091603641299e-87	protein_coding
EGLN1	466.582359782237	3.00688161124611	0.117130826941691	1.47067483953244e-146	5.96110027086334e-145	protein_coding
SYTL5	111.860011920447	-2.99965355618593	0.243173610524968	9.523753198642719e-36	8.29639369376573e-35	protein_coding
NOCT	401.082644278806	2.99910031919634	0.125928706660288	9.18018484236331e-126	3.0953069666408897e-124	protein_coding
RFXAP	127.610655676276	-2.99377758446087	0.230037315462197	1.69539694640006e-39	1.61744437943295e-38	protein_coding
ROR1	648.323990238494	-2.99219112909889	0.109811555216687	1.8015689357655197e-164	8.5397382733421e-163	protein_coding
NAMPTP1	407.582188409824	2.98075545186314	0.121003725536529	9.03907869936626e-135	3.35200401260623e-133	processed_pseudogene
WDR72	119.115578486288	-2.97834917592257	0.238889006823324	1.93235342453553e-36	1.71162094969218e-35	protein_coding
SLC16A3	3239.61701115791	2.97658256131737	0.0613612057344656	0.0	0.0	protein_coding
RORA	307.745952744771	2.96594817805313	0.143638390631617	1.61301011926099e-95	3.80307838524615e-94	protein_coding
GABPB2	206.112916904575	-2.96215979732911	0.180086723667287	1.23930809163415e-61	1.81514174145098e-60	protein_coding
MAFG	5267.45709909518	2.96197900721976	0.0535756445056552	0.0	0.0	protein_coding
SORBS2	118.162200017729	-2.95500809153535	0.244725064391455	2.09753683560202e-34	1.77137493928702e-33	protein_coding
WNK4	329.039904730991	-2.94501376498755	0.143903228883019	6.261742619455999e-94	1.44479189685982e-92	protein_coding
GCNT2	607.035410533699	2.94177106386134	0.103572679338348	1.96864042730031e-178	1.00917318556042e-176	protein_coding
FAM13A-AS1	105.196043173172	2.93687493232547	0.230321014972366	3.67043317185829e-38	3.39724978790707e-37	lncRNA
STEAP4	289.201963977385	-2.93666363859579	0.153195440960513	9.866997404393419e-83	1.97846395742253e-81	protein_coding
NAA25	3830.78137472651	2.93144063708451	0.0586175162274263	0.0	0.0	protein_coding
PLIN4	180.399449393521	-2.92915683003162	0.192256642159956	3.8178491392318003e-53	4.8272782252630604e-52	protein_coding
C1RL	349.739551601336	-2.91880861207054	0.14168534052659	3.59792689155894e-95	8.43038547145216e-94	protein_coding
CEP41	136.096965032016	-2.9142948266969	0.217251418661042	1.00599928237952e-41	1.01036931472319e-40	protein_coding
PDK1	3433.13389147492	2.91026066768552	0.0556178819684366	0.0	0.0	protein_coding
GPI	19676.194682983	2.90970652358719	0.0445943861496852	0.0	0.0	protein_coding
CASTOR2	266.505478980377	2.89739169787859	0.155841237869456	1.5716148388587e-78	2.9674707515716896e-77	protein_coding
GJC2	279.346049516856	-2.89325220903674	0.159446270948759	1.52326646973194e-74	2.7155131133899602e-73	protein_coding
CCDC138	160.004171107651	-2.88979947665074	0.21421817352868	1.92265410572625e-42	1.9667492879252997e-41	protein_coding
ABO	120.195719153062	-2.87825976748091	0.237850243974868	1.87001001164105e-34	1.5809957777523498e-33	protein_coding
LRRC31	232.681843194306	-2.87716457087478	0.17041794656798	1.16744260335806e-64	1.79335013606014e-63	protein_coding
NAMPT	4514.41235345872	2.87248891115632	0.0615730116040104	0.0	0.0	protein_coding
ARV1	138.5276696436	-2.87027746604921	0.215123816375989	1.97025232266645e-41	1.96401131222949e-40	protein_coding
ADAMTS6	561.52586952167	-2.86715936439859	0.112371581086573	1.98129855504601e-144	7.95962103904829e-143	protein_coding
PGK1	49356.0525288428	2.86671715096478	0.0368542087417699	0.0	0.0	protein_coding
UBTF	861.201040260113	-2.86443582919056	0.0993635733260134	9.942430798709269e-184	5.3131037037064803e-182	protein_coding
KIF21B	696.390801894535	-2.86365619500525	0.105993933148927	2.06039284574286e-161	9.586115215367909e-160	protein_coding
ERVK13-1	171.396824831807	-2.85733573742895	0.19322731444204	3.14249043049583e-50	3.7337466268576e-49	lncRNA
STARD4	2567.4308830566	2.85276487938035	0.0786177180951847	3.26372743988844e-289	3.40781273423927e-287	protein_coding
PRLR	326.372807651509	-2.84973232952074	0.154103274548698	3.72017755859187e-77	6.85299049777028e-76	protein_coding
TCP11L2	1071.68122497694	2.8428847398408	0.0846204976901031	1.17092729954682e-247	9.577931679830959e-246	protein_coding
TRIM10	108.089386545882	-2.83604267516037	0.242022309193604	1.5967451987218901e-32	1.2856806223397501e-31	protein_coding
GABRP	447.151999853929	-2.83487474911169	0.127078144297935	4.44415441028788e-111	1.2794873015032101e-109	protein_coding
DNAJB4	972.701173508155	2.8314142873687	0.0922311757035475	2.00326637172118e-208	1.31565244783938e-206	protein_coding
CYP1B1	136.712739279063	-2.83106442228788	0.220730273695095	1.87815475336315e-38	1.74908468564333e-37	protein_coding
ARID3B	397.233870367832	2.8288534470786	0.121698037627962	1.0400229513026101e-120	3.3330749689695197e-119	protein_coding
LINC01963	126.014839975047	-2.8213413299143	0.224023164085626	3.87211596685396e-37	3.4856735628516895e-36	lncRNA
WDR35	348.353393672545	-2.82048287058914	0.139416968561112	1.09483537254637e-91	2.45368742543578e-90	protein_coding
NPC1	3478.57610487736	2.81695491672184	0.063660585865039	0.0	0.0	protein_coding
IL20RB	236.284861084687	-2.81463802662492	0.176386120070695	3.7475254079989e-58	5.16807247075101e-57	protein_coding
DNAJC22	348.542860432603	-2.80669382468293	0.140306928064773	7.2146371889341e-90	1.5733325257639e-88	protein_coding
ABHD15	160.276015769478	-2.80301818908719	0.199835912694407	1.61743038276931e-45	1.7509669189100402e-44	protein_coding
SLC6A6	3226.43130835114	2.80091377553915	0.0637253011581384	0.0	0.0	protein_coding
UBE2O	2129.45009496557	2.79493962800614	0.0643454443827768	0.0	0.0	protein_coding
GEM	117.19740171919	2.79241221988216	0.213528622984773	1.0234358357393101e-39	9.82168960871722e-39	protein_coding
PLCXD2	770.778421194144	2.79200824558144	0.0897983890834769	5.0018430900412e-213	3.4136072510287204e-211	protein_coding
ETV1	160.670993716083	-2.79120375571038	0.199483767604499	2.6621044781831902e-45	2.86818655571444e-44	protein_coding
MED31	115.643443917621	2.79099509758785	0.215458356134668	3.38447439982053e-39	3.20457254288064e-38	protein_coding
USP13	201.051831005537	-2.78934251838563	0.186109594320656	1.02855628480062e-51	1.26383016816771e-50	protein_coding
PCK2	1508.51905618539	-2.78895471677872	0.0819781359084602	1.07382434409258e-254	9.251221288383951e-253	protein_coding
PSMD11	10094.000713569	2.78621094843615	0.0446975798264881	0.0	0.0	protein_coding
CDC42EP1	815.629146604402	-2.78487872437432	0.0964854071811524	6.61910261819591e-184	3.5539248133432e-182	protein_coding
SEMA4A	125.504213672514	-2.781468874918	0.224320109261182	5.2458223124279395e-36	4.5927295964061997e-35	protein_coding
PSMB2	8526.61828973586	2.77982878871107	0.0467474991019513	0.0	0.0	protein_coding
